,userId,incomeCountBeforeLoan,totalIncomeBeforeLoan,firstIncomeDayBeforeLoan,lastIncomeDayBeforeLoan,spendCountBeforeLoan,totalSpendBeforeLoan,salaryCountBeforeLoan,totalSalaryBeforeLoan,nonSalaryIncomeBeforeLoan,overSpendBeforeLoan,avgIncomeBeforeLoan,avgSalaryIncomeBeforeLoan,salaryIncomePercentileBeforeLoan,incomeCountAfterLoan,totalIncomeAfterLoan,firstIncomeDayAfterLoan,lastIncomeDayAfterLoan,spendCountAfterLoan,totalSpendAfterLoan,salaryCountAfterLoan,totalSalaryAfterLoan,nonSalaryIncomeAfterLoan,overSpendAfterLoan,avgIncomeAfterLoan,avgSalaryIncomeAfterLoan,salaryIncomePercentileAfterLoan
18,37,117.0,1233.4541740000002,68147.0,68458.0,290.0,2847.447902,,,,1613.9937279999997,120.63525549571276,,,38.0,476.16046800000004,68465.0,68499.0,182.0,2150.4117720000017,,,,1674.2513040000017,425.9768892647059,,
19,38,67.0,745.1593540000001,68264.0,68458.0,140.0,1514.3670260000006,1.0,11.924088000000001,733.2352660000001,769.2076720000005,116.8312561039519,1.869541288659794,0.016002064438957575,57.0,622.886561,68459.0,68611.0,130.0,1376.5637570000001,1.0,9.844693,613.041868,753.6771960000001,124.64561116502193,1.9700180619517542,0.01580495328747348
20,41,126.0,1515.7070029999998,68237.0,68448.0,204.0,2382.9255260000023,,,,867.2185230000025,218.4964676520537,,,,,,,,,,,,,,,
21,44,20.0,241.44538799999998,68259.0,68455.0,31.0,392.10061300000007,1.0,15.687363000000001,225.75802499999998,150.6552250000001,37.469203494897954,2.4344759757653063,0.06497271755714797,15.0,212.86472700000002,68478.0,68596.0,19.0,265.78715500000004,6.0,90.865105,121.99962200000002,52.922428000000025,54.869791917372886,23.42214924081921,0.42686783423728064
22,46,92.0,1148.2591430000004,68113.0,68457.0,300.0,3425.260481000006,,,,2277.0013380000055,101.52969651041671,,,,,,,,,,,,,,,
23,47,174.0,2333.2814380000004,68242.0,68458.0,497.0,5842.838611000005,,,,3509.5571730000042,328.5677950887346,,,119.0,1654.4041399999996,68460.0,68603.0,433.0,5232.912610000008,,,,3578.508470000008,351.89831649184146,,
24,48,710.0,10186.709073999997,0.0,68457.0,1390.0,16478.14699900006,,,,6291.437925000062,4.526136616184854,,,,,,,,,,,,,,,
25,49,188.0,2419.5348260000005,68105.0,68456.0,463.0,5322.783878000001,,,,2903.2490520000006,209.67004071462492,,,,,,,,,,,,,,,
26,50,207.0,2775.2800750000015,68248.0,68458.0,321.0,4131.548366000004,,,,1356.2682910000021,401.97509022817485,,,126.0,1634.817966000001,68459.0,68612.0,206.0,2467.2228219999997,,,,832.4048559999987,325.0046609967322,,
27,52,34.0,419.0707469999999,0.0,68457.0,64.0,715.9209239999998,,,,296.85017699999986,0.18620061091268972,,,,,,,,,,,,,,,
28,53,543.0,6998.335719999998,68098.0,68454.0,703.0,8827.785167999982,,,,1829.449447999984,597.938328136704,,,,,,,,,,,,,,,
29,55,71.0,766.9195799999997,68327.0,68457.0,272.0,2673.006755000002,,,,1906.0871750000024,179.43951711538458,,,,,,,,,,,,,,,
30,56,137.0,1634.727999,68153.0,68458.0,261.0,3054.9922190000016,,,,1420.2642200000016,163.02615290573772,,,136.0,1674.9089120000008,68459.0,68505.0,165.0,1991.6316430000015,,,,316.72273100000075,1107.5031755072469,,
31,58,118.0,1375.6119790000007,68084.0,68442.0,159.0,1749.0590150000005,,,,373.4470359999998,116.8757849941807,,,,,,,,,,,,,,,
32,60,102.0,1258.7407629999998,68099.0,68427.0,168.0,1865.0744449999997,,,,606.333682,116.7277384387703,,,,,,,,,,,,,,,
33,62,186.0,2332.9735120000005,68181.0,68456.0,363.0,4090.2272990000015,,,,1757.253787000001,258.0410096606061,,,,,,,,,,,,,,,
34,66,51.0,532.2616019999998,68108.0,68456.0,115.0,1094.6713120000002,,,,562.4097100000004,46.52190726293102,,,,,,,,,,,,,,,
35,67,72.0,846.3382780000002,68251.0,68458.0,205.0,2176.230602000001,1.0,13.325880999999999,833.0123970000002,1329.8923240000008,124.36130091384865,1.9581105334138484,0.015745336523701456,211.0,2542.6882329999985,68459.0,68615.0,432.0,4878.135795000007,6.0,72.64704499999999,2470.0411879999983,2335.447562000009,495.7698744898501,14.164621487713672,0.028570960472919307
36,69,172.0,2360.9847570000015,0.0,68458.0,309.0,3614.5336540000035,,,,1253.548897000002,1.0490123339675428,,,,,,,,,,,,,,,
37,70,72.0,843.627851,68137.0,68456.0,319.0,3181.1243310000045,,,,2337.4964800000043,80.43995966954023,,,18.0,194.51250800000005,68459.0,68483.0,48.0,464.35326,,,,269.84075199999995,246.517588263889,,
38,71,51.0,556.8358880000002,68152.0,68458.0,202.0,1965.9053410000006,,,,1409.0694530000005,55.349972527233135,,,13.0,152.362716,68459.0,68503.0,52.0,538.400363,,,,386.037647,105.32649875,,
39,73,27.0,313.02111700000006,68391.0,68458.0,44.0,474.06893,,,,161.04781299999996,142.10535784203984,,,143.0,1925.7801640000007,68460.0,68605.0,172.0,2143.0380350000005,,,,217.2578709999998,403.97112635632203,,
40,75,58.0,545.5017390000002,68133.0,68446.0,110.0,1062.4332609999994,,,,516.9315219999993,53.010685499201294,,,,,,,,,,,,,,,
41,76,202.0,2177.5018260000006,68100.0,68458.0,623.0,5916.358530000013,,,,3738.8567040000125,185.0065564455308,,,,,,,,,,,,,,,
42,78,624.0,8137.221527999966,0.0,68456.0,1171.0,13320.531876000074,,,,5183.310348000107,3.615565542976495,,,,,,,,,,,,,,,
43,79,89.0,1011.5395409999998,68229.0,68458.0,186.0,1954.2061740000006,,,,942.6666330000008,134.35659842248904,,,253.0,2981.0032250000017,68459.0,68584.0,388.0,4473.447095000003,,,,1492.4438700000014,725.3774514166672,,
44,81,33.0,402.08434600000015,0.0,68449.0,65.0,680.2294140000004,,,,278.1450680000002,0.1786741299970295,,,,,,,,,,,,,,,
45,82,5.0,80.784667,68417.0,68418.0,15.0,221.423159,,,,140.63849199999999,2457.200287916666,,,9.0,117.75919200000001,68463.0,68563.0,31.0,409.2489330000001,,,,291.4897410000001,35.81842090000001,,
46,85,58.0,667.8016119999997,68120.0,68455.0,97.0,1019.5474669999993,,,,351.74585499999955,60.6337284527363,,,,,,,,,,,,,,,
47,87,195.0,2538.636343000001,68167.0,68448.0,720.0,7846.022776000009,,,,5307.386433000008,274.7930798324438,,,,,,,,,,,,,,,
48,91,22.0,278.13309899999996,68432.0,68458.0,110.0,1257.0821490000003,,,,978.9490500000004,325.38006774038456,,,74.0,953.0828419999998,68459.0,68602.0,424.0,4833.2307930000015,,,,3880.1479510000017,202.72449727855474,,
49,93,94.0,1217.994001,0.0,68457.0,278.0,2962.497532000002,,,,1744.503531000002,0.5411764688843606,,,,,,,,,,,,,,,
50,94,82.0,1171.5655019999997,0.0,68454.0,156.0,2015.1236399999996,,,,843.5581379999999,0.5205702713135828,,,,,,,,,,,,,,,
51,95,106.0,1321.392424,68100.0,68453.0,389.0,4481.893316999999,,,,3160.5008929999995,113.85935664778091,,,,,,,,,,,,,,,
52,97,72.0,806.962449,68230.0,68458.0,146.0,1473.7362099999998,1.0,10.720130000000001,796.242319,666.7737609999998,107.65398168311404,1.430134301900585,0.013284546280046298,193.0,2372.118729999998,68459.0,68593.0,183.0,2213.4607280000005,4.0,55.026656,2317.092073999998,-158.6580019999974,538.4473485385568,12.49050338308458,0.023197260450786985
53,101,190.0,2633.0869320000006,0.0,68450.0,384.0,4142.548107000003,,,,1509.4611750000026,1.1700471514243975,,,,,,,,,,,,,,,
54,102,200.0,2798.6097340000006,68119.0,68458.0,851.0,9565.172689000006,,,,6766.562955000006,251.1043640388398,,,,,,,,,,,,,,,
55,103,41.0,568.1644019999999,0.0,68457.0,151.0,1653.0513839999999,,,,1084.886982,0.2524455822998378,,,,,,,,,,,,,,,
56,104,154.0,2106.387920000002,68266.0,68458.0,275.0,3423.261637000003,5.0,72.548718,2033.839202000002,1316.8737170000009,333.69426684027815,11.493177981770835,0.03444223987004252,169.0,2255.7082920000007,68468.0,68611.0,352.0,4070.614277,3.0,44.267343,2211.4409490000007,1814.9059849999994,479.7980924125876,9.415839274475525,0.019624586723822703
57,105,146.0,2074.1826540000015,68240.0,68458.0,492.0,6219.367821000002,,,,4145.185167,289.40239629587177,,,197.0,2788.3303830000027,68459.0,68606.0,674.0,8883.937474000002,,,,6095.607091,576.9504477295924,,
58,106,32.0,432.592991,68259.0,68441.0,48.0,618.352314,3.0,44.54696,388.04603099999997,185.759323,72.29690554716116,7.4448902930402925,0.10297661064046228,43.0,548.3681959999998,68472.0,68597.0,89.0,1046.095232,6.0,87.70591300000001,460.6622829999998,497.7270360000001,133.43626102666664,21.34177216333334,0.15993982444598234
59,108,221.0,2746.003495000001,68167.0,68455.0,565.0,6478.861535000008,,,,3732.8580400000073,290.0148367115163,,,,,,,,,,,,,,,
60,109,145.0,1867.3381209999998,68196.0,68457.0,389.0,4568.869427000005,,,,2701.5313060000053,217.617629043742,,,,,,,,,,,,,,,
61,110,69.0,962.437942,68106.0,68457.0,316.0,3714.1274010000016,,,,2751.6894590000015,83.40214834520417,,,,,,,,,,,,,,,
62,111,237.0,2745.3391880000013,68102.0,68446.0,493.0,5373.7942130000065,,,,2628.455025000005,242.74438072189935,,,,,,,,,,,,,,,
63,112,98.0,1047.8347669999996,68205.0,68447.0,134.0,1402.744659000001,,,,354.9098920000015,131.70099516356743,,,,,,,,,,,,,,,
64,113,74.0,840.6536859999999,0.0,68459.0,100.0,1158.8358079999996,2.0,24.294462000000003,816.3592239999999,318.1821219999997,0.37350652140940804,0.010794147628507576,0.028899489057852067,128.0,1443.5103250000013,68460.0,68606.0,335.0,3559.372309000001,,,,2115.861984,300.73131770833356,,
65,114,312.0,3966.0168500000027,68181.0,68443.0,528.0,6314.6751649999915,,,,2348.6583149999888,460.4313454993641,,,,,,,,,,,,,,,
66,116,454.0,6485.353756999977,0.0,68459.0,605.0,7378.247923999989,,,,892.8941670000122,2.8814742172991523,,,37.0,488.59004699999997,68465.0,68487.0,59.0,720.5345059999997,,,,231.94445899999977,675.512754375,,
67,117,126.0,1520.7805790000002,68255.0,68459.0,328.0,3432.6231890000004,,,,1911.8426100000001,226.75037227736928,,,138.0,1649.2755639999998,68460.0,68612.0,420.0,4464.106206000003,17.0,146.42938399999997,1502.8461799999998,2814.8306420000035,330.0359544188596,29.301932653508768,0.08878406204289097
68,118,104.0,1433.8799249999995,0.0,68444.0,284.0,3220.6314220000013,,,,1786.7514970000018,0.6372194453677457,,,,,,,,,,,,,,,
69,119,156.0,2108.83903,68237.0,68459.0,230.0,2980.9300710000016,10.0,144.78866200000002,1964.0503680000002,872.0910410000015,288.93627850975975,19.837785897147146,0.06865799614871507,167.0,2292.552450000001,68460.0,68595.0,251.0,3382.2258690000012,7.0,101.989959,2190.562491000001,1089.6734190000002,516.531879166667,22.979219157407407,0.04448751390617037
70,121,122.0,1519.152445000001,0.0,68459.0,320.0,3176.949249000001,,,,1657.796804,0.6749668200735726,,,6.0,68.622108,68465.0,68480.0,24.0,235.996165,,,,167.374057,139.15038566666666,,
71,128,296.0,4059.0650470000014,0.0,68459.0,567.0,6180.121807000011,,,,2121.05676000001,1.8034623426126108,,,,,,,,,,,,,,,
72,130,443.0,6125.096630999984,0.0,68459.0,810.0,9518.512994000004,,,,3393.4163630000203,2.72141022402094,,,78.0,926.1439469999999,68460.0,68504.0,130.0,1490.915498000001,,,,564.7715510000011,640.2320845738635,,
73,131,75.0,986.0408279999999,68246.0,68441.0,163.0,2072.703911,,,,1086.6630830000001,153.80551376923074,,,,,,,,,,,,,,,
74,132,401.0,5340.118467999992,0.0,68457.0,564.0,6617.98989999999,,,,1277.8714319999972,2.3727099259632536,,,,,,,,,,,,,,,
75,133,101.0,1352.5345610000006,0.0,68459.0,161.0,1710.5949650000014,,,,358.06040400000074,0.600937683826573,,,112.0,1249.8444360000005,68460.0,68518.0,300.0,3020.762504000001,,,,1770.9180680000006,655.4500275000003,,
76,134,159.0,2137.053854,68289.0,68459.0,401.0,4934.569958999995,7.0,100.78009800000001,2036.2737559999998,2797.516104999995,382.36502779901963,18.03173322058824,0.047158426920953025,26.0,348.44497000000007,68461.0,68514.0,47.0,581.661888,4.0,56.58161100000001,291.86335900000006,233.2169179999999,199.97234913522018,32.47215096698114,0.16238320501512762
77,135,309.0,4070.9404820000027,0.0,68458.0,781.0,8933.160849000016,,,,4862.2203670000135,1.8087650772858308,,,,,,,,,,,,,,,
78,137,169.0,2068.4239399999997,0.0,68458.0,334.0,3473.9932270000018,,,,1405.569287000002,0.9190242412622822,,,,,,,,,,,,,,,
79,141,68.0,802.096796,68172.0,68459.0,173.0,1804.912966999999,,,,1002.816170999999,85.00735497677121,,,28.0,341.56587599999995,68463.0,68518.0,49.0,585.354986,,,,243.7891100000001,188.89627990909088,,
80,142,109.0,1350.9170219999996,68133.0,68453.0,224.0,2547.5090530000007,,,,1196.592031000001,128.40747735156248,,,,,,,,,,,,,,,
81,143,98.0,1053.2696560000002,68196.0,68459.0,194.0,2014.7444150000006,,,,961.4747590000004,121.81350584283905,,,1.0,7.907066,68460.0,68460.0,,,,,,,inf,,
82,144,58.0,673.644152,68114.0,68452.0,133.0,1476.0198359999995,,,,802.3756839999995,60.621330246548325,,,,,,,,,,,,,,,
83,146,492.0,6033.014892999992,68088.0,68447.0,2133.0,23075.1415369996,,,,17042.126643999607,511.1537687894608,,,,,,,,,,,,,,,
84,148,97.0,1322.3000530000002,68348.0,68459.0,248.0,2954.812823000003,,,,1632.5127700000028,362.34198149024024,,,,,,,,,,,,,,,
85,149,544.0,8274.426902999996,0.0,68459.0,1556.0,20021.801850000124,,,,11747.374947000128,3.6763681176507093,,,,,,,,,,,,,,,
86,151,115.0,1458.9453910000016,68093.0,68458.0,316.0,3544.6751820000027,,,,2085.729791000001,121.57878258333346,,,,,,,,,,,,,,,
87,152,161.0,2076.1678889999994,0.0,68455.0,211.0,2403.0855210000013,,,,326.91763200000196,0.9225053922102107,,,,,,,,,,,,,,,
88,153,78.0,938.3119429999998,68109.0,68459.0,264.0,2965.527152000003,,,,2027.2152090000031,81.54377599880951,,,,,,,,,,,,,,,
89,155,19.0,202.05952200000002,68118.0,68456.0,57.0,634.6621210000004,,,,432.6025990000004,18.18336428254438,,,,,,,,,,,,,,,
90,156,214.0,2445.0531760000017,68099.0,68456.0,1028.0,10279.616860000026,,,,7834.563684000024,208.32035696545302,,,,,,,,,,,,,,,
91,159,116.0,1620.1180149999998,68097.0,68425.0,325.0,3889.6250730000042,,,,2269.5070580000047,150.23960250889226,,,,,,,,,,,,,,,
92,163,454.0,6026.739697,0.0,68457.0,900.0,10218.330656999993,,,,4191.590959999993,2.677787990277352,,,,,,,,,,,,,,,
93,164,60.0,834.8527670000001,0.0,68459.0,84.0,932.879032,,,,98.02626499999997,0.3709291448835557,,,57.0,710.6375049999998,68461.0,68536.0,285.0,3127.6341840000014,,,,2416.9966790000017,288.2029881388888,,
94,165,76.0,896.7839699999998,68171.0,68459.0,561.0,5757.46793500004,,,,4860.68396500004,94.71242738715276,,,31.0,380.1455269999999,68463.0,68523.0,287.0,3001.178508000001,,,,2621.032981000001,192.71266299305552,,
95,166,160.0,2155.312585000003,68101.0,68454.0,194.0,2531.9584090000017,,,,376.6458239999988,185.71508345727125,,,,,,,,,,,,,,,
96,168,52.0,633.1211360000003,68111.0,68457.0,155.0,1610.1897199999987,,,,977.0685839999984,55.65732529865128,,,,,,,,,,,,,,,
97,169,167.0,1952.9713119999979,68180.0,68443.0,441.0,4705.432560000007,,,,2752.4612480000087,225.8664540177437,,,,,,,,,,,,,,,
98,172,84.0,1122.7062570000003,68084.0,68441.0,155.0,1954.2920159999994,,,,831.5857589999991,95.65541171918771,,,,,,,,,,,,,,,
99,173,63.0,803.2211950000002,68115.0,68447.0,249.0,2923.500285000002,,,,2120.279090000002,73.5882871925201,,,,,,,,,,,,,,,
100,175,24.0,289.82415800000007,0.0,68454.0,39.0,463.61437399999994,,,,173.79021599999987,0.12877968863519057,,,,,,,,,,,,,,,
101,177,93.0,1215.1360759999998,0.0,68459.0,342.0,3346.681361000006,,,,2131.545285000006,0.5398908686707858,,,9.0,98.73757499999999,68460.0,68473.0,17.0,175.29032800000002,,,,76.55275300000002,231.0206081730769,,
102,178,74.0,938.646997,68245.0,68459.0,175.0,2070.5606340000013,9.0,131.876621,806.770376,1131.9136370000012,133.41361133372274,18.744145897585668,0.14049650339423606,58.0,778.8675640000001,68463.0,68602.0,160.0,1870.7438459999996,5.0,75.310359,703.5572050000001,1091.8762819999995,170.43564799760196,16.47978479316547,0.09669212390002672
103,179,77.0,956.0365710000001,68247.0,68459.0,418.0,4582.224198000001,11.0,135.189403,820.8471680000001,3626.1876270000007,137.16719670400946,19.39627833922956,0.14140610003924212,118.0,1497.8348390000006,68461.0,68595.0,411.0,4600.305953000004,5.0,73.339012,1424.4958270000006,3102.471114000003,339.99360462375637,16.647225982587067,0.04896335035774927
104,180,76.0,940.9149700000004,68107.0,68459.0,137.0,1541.9429930000006,,,,601.0280230000002,81.30538921638261,,,,,,,1.0,12.370372,,,,,,,
105,181,101.0,1354.193601,0.0,68456.0,147.0,1832.5469220000002,,,,478.3533210000003,0.6017011710259144,,,,,,,,,,,,,,,
106,182,58.0,669.4589970000001,68236.0,68459.0,129.0,1275.0035410000005,,,,605.5445440000004,91.31260609304933,,,97.0,1217.5557559999995,68461.0,68542.0,312.0,3286.837881000003,,,,2069.2821250000034,457.2097231893002,,
107,183,165.0,2110.2177240000005,0.0,68458.0,559.0,5752.026541000018,,,,3641.808817000018,0.9375936940167696,,,,,,,,,,,,,,,
108,184,140.0,1567.3166779999992,68178.0,68451.0,529.0,5300.524697000005,,,,3733.208019000006,174.62472144993887,,,,,,,,,,,,,,,
109,185,196.0,2909.8299389999993,0.0,68453.0,502.0,6352.339699000007,,,,3442.509760000008,1.2929649147772921,,,,,,,,,,,,,,,
110,186,32.0,375.201894,68435.0,68459.0,50.0,563.3731679999997,,,,188.17127399999976,475.5162892708334,,,177.0,2100.439986,68461.0,68581.0,342.0,3858.5884610000007,,,,1758.1484750000009,532.4031908958333,,
111,187,457.0,5499.642011000002,68136.0,68458.0,1578.0,16900.906039000154,,,,11401.264028000152,519.5055212254142,,,,,,,,,,,,,,,
112,189,142.0,1812.2591320000001,68260.0,68459.0,231.0,2814.768662,2.0,31.821742,1780.43739,1002.5095299999998,276.99940669179233,4.863875975711893,0.017559156655969882,211.0,2738.8812459999995,68460.0,68600.0,386.0,4667.7861090000015,5.0,75.679735,2663.2015109999993,1928.904863000002,595.0545564226189,16.44232337797619,0.027631623353705642
113,190,24.0,296.25504100000006,68236.0,68459.0,46.0,569.9070360000002,,,,273.6519950000001,40.40847906016443,,,78.0,1026.6654259999998,68467.0,68596.0,97.0,1258.03449,,,,231.3690640000002,242.07550419250643,,
114,191,68.0,831.5837260000004,0.0,68454.0,185.0,1827.4337679999996,,,,995.8500419999992,0.36950368129206007,,,8.0,97.591841,68462.0,68479.0,22.0,205.425634,,,,107.833793,174.61285276960783,,
115,192,48.0,612.4610119999999,0.0,68457.0,134.0,1500.1414240000013,,,,887.6804120000014,0.27212735656446135,,,,,,,,,,,,,,,
116,193,169.0,2257.4674330000016,68115.0,68459.0,304.0,3855.323685000004,,,,1597.8562520000023,199.60649540818812,,,,,,,,,,,,,,,
117,195,58.0,693.1168510000001,68102.0,68426.0,196.0,2006.7236000000003,,,,1313.606749,65.06884017875515,,,,,,,,,,,,,,,
118,196,148.0,1997.6346340000025,68114.0,68448.0,488.0,5280.797611000003,,,,3283.162977,181.92031971307406,,,,,,,,,,,,,,,
119,197,203.0,2573.1432960000016,0.0,68447.0,434.0,4630.831277999998,,,,2057.6879819999963,1.143460515727498,,,,,,,,,,,,,,,
120,198,356.0,4522.194832000001,0.0,68457.0,490.0,5693.002417999999,,,,1170.807585999998,2.009291859220631,,,,,,,,,,,,,,,
121,200,196.0,2602.764687000002,68248.0,68460.0,359.0,4297.7233040000065,1.0,14.727442000000002,2588.0372450000023,1694.9586170000043,373.43125422759465,2.1130174253144656,0.005658383976684093,147.0,2156.6620550000016,68464.0,68605.0,317.0,4402.804551999998,,,,2246.142496999996,465.2373818410169,,
122,201,61.0,745.7842790000001,68253.0,68460.0,111.0,1203.1654360000005,,,,457.38115700000037,109.58585420088568,,,26.0,313.001303,68463.0,68612.0,92.0,929.3617659999998,,,,616.3604629999998,63.89567986297539,,
123,206,30.0,374.77734300000003,0.0,68460.0,68.0,792.3638619999999,,,,417.5865189999999,0.16651296401183172,,,,,,,,,,,,,,,
124,209,310.0,4715.995322999997,0.0,68439.0,474.0,6324.332529999995,,,,1608.3372069999978,2.0959519826597393,,,,,,,,,,,,,,,
125,210,269.0,3274.587931000002,68129.0,68455.0,557.0,5750.748758000005,,,,2476.1608270000033,305.5277594107875,,,,,,,,,,,,,,,
126,211,400.0,5003.916577,68198.0,68459.0,950.0,10435.119370000062,17.0,236.47070100000002,4767.445876,5431.202793000062,583.1511975111749,27.558047849616862,0.047257122967819615,77.0,910.1206560000002,68461.0,68549.0,120.0,1274.324023000001,8.0,101.637894,808.4827620000002,364.20336700000087,314.5776888636364,35.13052207386364,0.1116751865040628
127,214,65.0,819.5145560000001,68101.0,68455.0,158.0,1845.384525,,,,1025.8699689999999,70.41497479755179,,,,,,,,,,,,,,,
128,215,123.0,1404.520502000001,68230.0,68460.0,394.0,4133.487909000011,8.0,119.48873,1285.031772000001,2728.96740700001,185.74274754710157,15.801951612318842,0.0850743935954307,229.0,2766.2343600000013,68462.0,68595.0,524.0,5625.006592000014,1.0,14.953698999999999,2751.280661000001,2858.772232000013,632.6287853383461,3.419862239974937,0.0054057961307370905
129,216,9.0,111.251583,68172.0,68448.0,72.0,730.6761299999993,,,,619.4245469999993,12.260515638586956,,,5.0,52.928996000000005,68465.0,68522.0,12.0,107.11925100000002,,,,54.190255000000015,28.244274181286556,,
130,217,5.0,60.82679999999999,68449.0,68458.0,18.0,197.72771300000002,,,,136.90091300000003,205.57205555555552,,,89.0,1266.2774929999998,68466.0,68604.0,212.0,2679.8361170000007,,,,1413.558624000001,279.1010174788647,,
131,218,157.0,1949.1334050000007,68125.0,68458.0,419.0,4986.9732680000025,,,,3037.839863000002,178.03645966591597,,,,,,,,,,,,,,,
132,219,263.0,3008.9448250000023,68139.0,68459.0,370.0,3883.577081000004,,,,874.6322560000017,286.00647425130234,,,,,,,,,,,,,,,
133,224,53.0,619.7828899999998,68151.0,68454.0,157.0,1774.952232,,,,1155.1693420000001,62.21692927667765,,,7.0,69.805928,68461.0,68485.0,9.0,87.31096000000002,,,,17.50503200000003,88.46931847222223,,
134,225,81.0,1164.5859080000005,68119.0,68456.0,226.0,3026.6972160000023,,,,1862.1113080000018,105.11222957962417,,,,,,,,,,,,,,,
135,229,70.0,805.7934010000002,68227.0,68460.0,351.0,3362.840803999997,8.0,117.87469600000001,687.9187050000003,2557.047402999997,105.19119862839774,15.387791144492134,0.14628401753317408,16.0,202.922725,68472.0,68517.0,100.0,1009.7303730000007,2.0,30.268377,172.65434800000003,806.8076480000007,137.16073078703707,20.45918075,0.1491620862079395
136,230,81.0,1042.286326,68134.0,68448.0,209.0,2413.276916000002,,,,1370.9905900000022,100.96457244957537,,,,,,,,,,,,,,,
137,231,108.0,1580.4711260000006,0.0,68449.0,183.0,2417.734208000002,,,,837.2630820000015,0.7023135972159323,,,,,,,,,,,,,,,
138,233,15.0,176.56567600000002,68353.0,68447.0,28.0,328.33506200000005,,,,151.76938600000003,57.13339693262412,,,,,,,,,,,,,,,
139,234,99.0,1174.6249279999997,68097.0,68454.0,250.0,2726.6098709999987,,,,1551.984942999999,100.07892126984125,,,,,,,,,,,,,,,
140,235,177.0,2056.861026000003,68102.0,68447.0,518.0,5193.0766030000095,,,,3136.2155770000063,181.34161219565243,,,,,,,,,,,,,,,
